MID,Title,Description,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,PID,DID
158,"Crazy, Stupid, Love.","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",2011,118,7.4,396714,84.24,68,258,D120
159,Scott Pilgrim vs. the World,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,2010,112,7.5,291457,31.49,69,259,D121
160,Hot Fuzz,"Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents.",2007,121,7.9,373244,23.62,81,260,D121
161,Mine,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions.",2016,106,6,5926,82.95637615,40,261,D121
162,Free Fire,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.",2016,90,7,6946,1.8,63,262,D121
163,X-Men: Days of Future Past,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,2014,132,8,552298,233.91,74,263,D122
164,Jack Reacher: Never Go Back,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",2016,118,6.1,78043,58.4,47,264,D123
165,Casino Royale,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",2006,144,8,495106,167.01,80,265,D124
166,Twilight,A teenage girl risks everything when she falls in love with a vampire.,2008,122,5.2,361449,191.45,56,266,D125
167,Now You See Me 2,The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,2016,129,6.5,156567,65.03,46,267,D126
168,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",2015,109,7.3,39723,33.31,51,268,D127
169,13 Hours,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",2016,144,7.3,76935,52.82,48,269,D128
170,Spectre,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",2015,148,6.8,308981,200.07,60,270,D129
171,Nightcrawler,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",2014,118,7.9,332476,32.28,76,271,D130
172,Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,2016,101,7.9,72778,48.02,84,272,D130
173,Beyond the Gates,Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance.,2016,84,5.2,2127,82.95637615,59,273,D130
174,Her,A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,2013,126,8,390531,25.56,90,274,D130
175,Frozen,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",2013,102,7.5,451894,400.74,74,275,D131
176,Tomorrowland,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",2015,130,6.5,143069,93.42,60,276,D132
177,Dawn of the Planet of the Apes,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,2014,130,7.6,337777,208.54,79,277,D132
178,Tropic Thunder,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",2008,107,7,321442,110.42,71,278,D133
179,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit.,2016,134,7.4,137203,102.46,65,279,D134
180,Ant-Man,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",2015,117,7.3,368912,180.19,64,280,D135
181,Bridget Jones's Baby,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",2016,118,6.7,43086,24.09,59,281,D136
182,The VVitch: A New-England Folktale,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",2015,92,6.8,101781,25.14,83,282,D137
183,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",2015,105,7,117018,201.15,67,283,D138
184,Realive,"Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary »",2016,112,5.9,1176,82.95637615,58.98504274,284,D139
185,Forushande,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",2016,124,8,22389,3.4,85,285,D140
186,Love,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",2015,135,6,24003,82.95637615,51,286,D141
187,Billy Lynn's Long Halftime Walk,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,2016,113,6.3,11944,1.72,53,118,D142
188,Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",2015,119,6.6,97454,31.06,66,287,D142
189,Drive,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,2011,100,7.8,461509,35.05,78,288,D142
190,Trainwreck,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",2015,125,6.3,106364,110.01,75,289,D142
191,The Light Between Oceans,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,2016,133,7.2,27382,12.53,60,290,D142
192,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,2016,94,5.6,1445,82.95637615,42,291,D143
193,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015,128,8.1,268282,44.99,93,292,D143
194,Morgan,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,2016,92,5.8,22107,3.91,48,293,D143
195,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",2011,140,8.2,355722,13.65,71,294,D144
196,Captain America: The First Avenger,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",2011,124,6.9,547368,176.64,66,295,D145
197,Hacker,With the help of his new friends Alex Danyliuk turns to a life of crime and identity theft.,2016,95,6.3,3799,82.95637615,58.98504274,296,D145
198,Into the Wild,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",2007,148,8.1,459304,18.35,73,297,D145
199,The Imitation Game,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",2014,114,8.1,532353,91.12,73,298,D146
200,Central Intelligence,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",2016,107,6.3,97082,127.38,52,299,D146
201,Edge of Tomorrow,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",2014,113,7.9,471815,100.19,71,300,D147
202,A Cure for Wellness,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",2016,146,6.5,12193,8.1,47,301,D148
